BOP,GL,PL,Visible,Coterie ID,Industry,Subindustry,Class Description For Selection,Class Description,Class Selection Differentiation,Customer Friendly Name,Word Associations,Contractor Only - Office or Shop,Office/LRO/Condo,PL Group,PL Class,WC Class,Notes,Class Code,SIC Code,NAICS Code,Prop. Rate No.,Liab. Class Group,Liab. Exp. Base,EQ,EQSL
Y, ,,Y,10236,Retail Store & Services,Retail,Electrical Lighting Stores  ,Electrical Lighting Stores ,,,"Lights, Home, Improvement",,,,,,,59999,5999,444190,9,8,LOI,2,M
Y,Y,Y,Y,10237,Artisan Contractor,Contractor,Electrician Office ,Electrical Work – Within Buildings Office,,Electrician Office,"Contractor, ",Office,,Consultants,Other consulting services,,"This classification applies to risks engaged in wiring of buildings and includes installation or repair of electrical fixtures and appliances and incidental outside work.
This classification excludes installation of alarms or alarm systems and electrical machinery or auxiliary apparatus.",74561,1731,235310,19,53,PAY,3,M
Y,Y,Y,Y,10238,Artisan Contractor,Contractor,Electrician Shop ,Electrical Work – Within Buildings Shop,,Electrician Shop,"Contractor, ",Shop,,Consultants,Other consulting services,,"This classification applies to risks engaged in wiring of buildings and includes installation or repair of electrical fixtures and appliances and incidental outside work.
This classification excludes installation of alarms or alarm systems and electrical machinery or auxiliary apparatus.",74541,1731,235310,20,53,PAY,3,M
Y, ,,Y,10239,Retail Store & Services,Retail,Electronics Stores  ,Electronics Stores ,,,"Television, Entertainment, Audio, Home, Theater",,,,,,,57326,5731,443112,9,5,LOI,2,M
Y,Y,Y,Y,10240,Professional Services,Contractor,Email & Marketing Automation  ,Email & Marketing Automation ,,,,,,Consultants,Other marketing/PR services,,,10447,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10241,Professional Services,Contractor,Email Marketing  ,Email Marketing ,,,,,,Consultants,Other marketing/PR services,,,10448,7319,541890,1,51,PAY,3,M
, ,,,10242,Professional Services,Offices,Employment Agencies  : Building Owner / Lessor,Employment Agencies ,: Building Owner / Lessor,,"Hiring, Recruiter, Temporary, Temp",,Lessors Risk Only,Consultants,Human Resources (HR) consulting,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,63761,7361,531120,1,1,LOI,3,M
Y, ,Y,Y,10243,Professional Services,Offices,Employment Agencies  : Office - Only Building Occupant,Employment Agencies ,: Office - Only Building Occupant,,"Hiring, Recruiter, Temporary, Temp",,Office,Consultants,Human Resources (HR) consulting,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,63761,7361,561310,1,1,LOI,3,M
Y, ,Y,Y,10244,Professional Services,Offices,Employment Agencies  : Shared Building Occupancy – Office,Employment Agencies ,: Shared Building Occupancy – Office,,"Hiring, Recruiter, Temporary, Temp",,Condominium – Office,Consultants,Human Resources (HR) consulting,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,63771,7361,561310,2,18,LOI,3,M
, ,,,10245,Professional Services,Offices,Employment Agencies  : Building Owner / Lessor - Office - Shared Building Occupancy,Employment Agencies ,: Building Owner / Lessor - Office - Shared Building Occupancy,,"Hiring, Recruiter, Temporary, Temp",,Condominium – Office – Lessors Risk Only,Consultants,Human Resources (HR) consulting,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,63771,7361,531120,2,18,LOI,3,M
, ,,,10246,Professional Services,Offices,Engineers or Architects – Consulting – Not engaged in actual construction  : Building Owner / Lessor,Engineers or Architects – Consulting – Not engaged in actual construction ,: Building Owner / Lessor,,"Design, Building, Contractor",,Lessors Risk Only,Architects & Engineers,Engineering,,,63781,871*,531120,1,1,LOI,3,M
Y, ,Y,Y,10247,Professional Services,Offices,Engineers or Architects – Consulting – Not engaged in actual construction  : Office - Only Building Occupant,Engineers or Architects – Consulting – Not engaged in actual construction ,: Office - Only Building Occupant,,"Design, Building, Contractor",,Office,Architects & Engineers,Engineering,,,63781,871*,541330,1,1,LOI,3,M
Y, ,Y,Y,10248,Professional Services,Offices,Engineers or Architects – Consulting – Not engaged in actual construction  : Shared Building Occupancy – Office,Engineers or Architects – Consulting – Not engaged in actual construction ,: Shared Building Occupancy – Office,,"Design, Building, Contractor",,Condominium – Office,Architects & Engineers,Engineering,,,63791,871*,541330,2,18,LOI,3,M
, ,,,10249,Professional Services,Offices,Engineers or Architects – Consulting – Not engaged in actual construction  : Building Owner / Lessor - Office - Shared Building Occupancy,Engineers or Architects – Consulting – Not engaged in actual construction ,: Building Owner / Lessor - Office - Shared Building Occupancy,,"Design, Building, Contractor",,Condominium – Office – Lessors Risk Only,Architects & Engineers,Engineering,,,63791,871*,531120,2,18,LOI,3,M
Y, ,,Y,10250,Retail Store & Services,Retail Service,Engraving  ,Engraving ,,,"Etching, Imprinting, Lithograph",,,,,,,71842,3479,332812,5,2,LOI,3,S
Y,Y,Y,Y,10251,Professional Services,Contractor,Environmental engineering  : Freelance (No Primary Office),Environmental engineering ,: Freelance (No Primary Office),,,,,Architects & Engineers,Environmental engineering,,,10399,7379,541512,1,51,PAY,3,M
Y, ,,Y,10252,Wholesalers & Distributors,Distributor,"Equipment Supplier/Distributor (Office, Retail Stores) ","Equipment, Fixtures or Supplies Distributors - Office and Store Equipment ",,"Equipment Supplier/Distributor (Office, Retail Stores)","Machinery, Provider, dealer, merchandiser,",,,,,,,50813,5044,421420,7,6,LOI,3,M
Y, ,,Y,10253,Wholesalers & Distributors,Distributor,"Equipment Supplier/Distributor (Restaurants, Bars, Hotels) ","Equipment, Fixtures or Supplies Distributors - Restaurant, Bars and Hotel Equipment ",,"Equipment Supplier/Distributor (Restaurants, Bars, Hotels)","Machinery, Provider, dealer, merchandiser,",,,,,,,50813,5046,421440,7,6,LOI,3,M
Y,Y,Y,Y,10254,Professional Services,Contractor,ERP / CRM Software  ,ERP / CRM Software ,,,,,,IT/Technology,Software development,,,10393,7379,541512,1,51,PAY,3,M
Y, ,Y,Y,10255,"Health, Beauty & Fitness",Service,Esthetician services  ,Esthetician services ,,,,,,"Beauty, Health, and Wellbeing",Esthetician services,,,71952,7231,812112,8,7,LOI,3,M
Y, ,Y,Y,10256,Professional Services,Offices,Event planning / promotion  ,Event planning / promotion ,,,"Wedding, Coordinator, ",,,Miscellaneous,Event planning / promotion,,,65171,****,****,1,1,LOI,3,M
Y,Y,Y,Y,10257,Professional Services,Contractor,Executive placement  ,Executive placement ,,,,,,Miscellaneous,Executive placement,,,10436,7389,541612,1,51,PAY,3,M
Y,Y,Y,Y,10258,Professional Services,Contractor,Expert witness services  ,Expert witness services ,,,,,,Miscellaneous,Expert witness services,,,10353,8111,541199,2,51,PAY,3,M
Y, ,,Y,10259,Wholesalers & Distributors,Distributor,Fabric Distributor ,Fabric Distributor ,,Fabric Distributor,"Cloth, Provider, dealer, Merchandiser",,,,,,,50321,5131,422310,16,11,LOI,4,M
Y, ,,Y,10260,Retail Store & Services,Retail,Fabric Stores  ,Fabric Stores ,,,"Sewing, Quilting, Crochet, Embroidery, Craft",,,,,,,56311,5949,451130,11,3,LOI,3,M
Y, ,,Y,10261,Food & Beverage,Casual Dining,Family-style Restaurant - BYOB ,Family-style Restaurants – Bring Your Own Alcohol Establishments – With no sales of alcoholic beverages ,,Family-style Restaurant - BYOB,"Food, Diner",,,,,,,9691,5812,72210,28,41,SALES,2,M
Y, ,,Y,10262,Food & Beverage,Casual Dining,Family-style Restaurant - No alcohol ,Family-style Restaurants – With no sales of alcoholic beverages ,,Family-style Restaurant - No alcohol,"Food, Diner",,,,,,,9651,5812,72210,28,40,SALES,2,M
Y, ,,Y,10263,Food & Beverage,Casual Dining,Family-style Restaurant - With alcohol ,Family-style Restaurants – With sales of alcoholic beverages up to 50% of total sales ,,Family-style Restaurant - With alcohol,"Food, Diner, bar",,,,,,,9661,5812,72210,28,41,SALES,2,M
Y,Y,Y,Y,10264,Professional Services,Contractor,Fashion Modeling  ,Fashion Modeling ,,,"Clothes, Model",,,Consultants,Other consulting services,,,10509,7319,711510,1,51,PAY,3,M
Y, ,,Y,10265,Retail Store & Services,Retail,"Feed, Grain or Hay Dealers  ","Feed, Grain or Hay Dealers ",,,,,,,,,,59625,5999,444220,7,6,LOI,4,M
Y, ,,Y,10266,Retail Store & Services,Retail,Fence Dealers  ,Fence Dealers ,,,,,,,,,,59999,5211,444190,9,8,LOI,3,S
Y,Y,Y,Y,10267,Artisan Contractor,Contractor,Fence Installation and Repair Office ,Fence Erection Contractors – (Only applies to risks that install or erect fences) Office,,Fence Installation and Repair Office,"Contractor,",Office,,Consultants,Other consulting services,,,74591,1799,235990,19,55,PAY,3,S
Y,Y,Y,Y,10268,Artisan Contractor,Contractor,Fence Installation and Repair Shop ,Fence Erection Contractors – (Only applies to risks that install or erect fences) Shop,,Fence Installation and Repair Shop,"Contractor,",Shop,,Consultants,Other consulting services,,,74601,1799,235990,20,55,PAY,3,S
, ,,,10269,Retail Store & Services,Retail,Fertilizer Store ,Fertilizer Dealers ,,Fertilizer Store,"Manure, ",,,,,,,59999,5261,444220,9,8,LOI,3,M
Y,Y,Y,Y,10270,Professional Services,Contractor,Filmmaking  ,Filmmaking ,,,"Movie, Video, Film",,,Consultants,Other consulting services,,,10510,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10271,Professional Services,Contractor,Financial Consulting  ,Financial Consulting ,,,"Accounting, Financial Services, Contractor, Advisor, Advise",,,Consultants,Other consulting services,,,10259,8721,525990,2,51,PAY,3,M
Y,Y,Y,Y,10272,Professional Services,Contractor,Financial Modeling  ,Financial Modeling ,,,,,,Consultants,Other consulting services,,,10260,8721,525990,2,51,PAY,3,M
Y,Y,Y,Y,10273,Professional Services,Contractor,Financial Planning  ,Financial Planning ,,,,,,Consultants,Other consulting services,,,10261,8721,525990,2,51,PAY,3,M
Y, ,,Y,10274,Food & Beverage,Fine Dining,Fine Dining - BYOB ,Fine Dining - Bring Your Own Alcohol Establishments – With no sales of alcoholic beverages ,,Fine Dining - BYOB,,,,,,,,9451,5812,72212,29,43,SALES,2,M
Y, ,,Y,10275,Food & Beverage,Fine Dining,Fine Dining - With no sales of alcoholic beverages  ,Fine Dining - With no sales of alcoholic beverages ,,,"Food, Diner, Restaurant, Bistro",,,,,,,9421,5812,72212,29,42,SALES,2,M
Y, ,,Y,10276,Food & Beverage,Fine Dining,Fine Dining - With sales of alcoholic beverages more than 30% up to 75% of total sales  ,Fine Dining - With sales of alcoholic beverages more than 30% up to 75% of total sales ,,,"Food, Diner, Restaurant, Bistro",,,,,,,9441,5812,72212,29,44,SALES,2,M
Y, ,,Y,10277,Food & Beverage,Fine Dining,Fine Dining - With sales of alcoholic beverages up to 30% of total sales  ,Fine Dining - With sales of alcoholic beverages up to 30% of total sales ,,,"Food, Diner, Restaurant, Bistro",,,,,,,9431,5812,72212,29,43,SALES,2,M
Y, ,,Y,10278,Retail Store & Services,Retail,Fire Protection Equipment Dealers  ,Fire Protection Equipment Dealers ,,,"Sprinkler, Suppression, Merchandiser, Provider",,,,,,,59999,5999,453998,9,8,LOI,3,M
Y, ,Y,Y,10279,Medical Services,Offices,First aid and CPR training  ,First aid and CPR training ,,,,,,"Beauty, Health, and Wellbeing",First aid and CPR training,,,63981,80**,62111*,1,1,LOI,2,H
Y, ,,Y,10280,Wholesalers & Distributors,Distributor,Seafood Distributor ,Fish or Seafood ,,Seafood Distributor,,,,,,,,50671,5146,422460,15,16,LOI,2,H
Y, ,,Y,10281,Wholesalers & Distributors,Distributor,Floor Covering Distributor ,Floor Covering ,,Floor Covering Distributor,"Flooring, Carpet, Hardwood, Ceramic, Vinyl, Tile",,,,,,,50351,5023,421220,14,15,LOI,2,M
Y,Y,Y,Y,10282,Artisan Contractor,Contractor,Flooring Installation Service (No Ceramic Tile Or Stone) Office ,Floor Covering Installation – Not Ceramic Tile or Stone Office,,Flooring Installation Service (No Ceramic Tile Or Stone) Office,"Flooring, Carpet, Hardwood, Contractor",Office,,Consultants,Other consulting services,,,74651,1752,235520,19,53,PAY,3,M
Y,Y,Y,Y,10283,Artisan Contractor,Contractor,Flooring Installation Service (No Ceramic Tile Or Stone) Shop ,Floor Covering Installation – Not Ceramic Tile or Stone Shop,,Flooring Installation Service (No Ceramic Tile Or Stone) Shop,"Flooring, Carpet, Hardwood, Contractor",Shop,,Consultants,Other consulting services,,,74661,1752,235520,20,53,PAY,3,M
Y, ,,Y,10284,Retail Store & Services,Retail,"Flooring Store (Carpet, Vinyl, Linoleum, Laminate) ",Floor Covering Stores - Except Wood or Ceramic Tile Only ,,"Flooring Store (Carpet, Vinyl, Linoleum, Laminate)","Flooring, Carpet, Hardwood, Retail",,,,,,,57134,5713,442210,9,8,LOI,4,H
Y, ,,Y,10285,Retail Store & Services,Retail,Flooring Store (Wood and Ceramic Tile) ,Floor Covering Stores - Wood or Ceramic Tile Only ,,Flooring Store (Wood and Ceramic Tile),"Flooring, Carpet, Hardwood, Retail",,,,,,,57134,5713,444190,9,8,LOI,2,S
Y, ,,Y,10286,Wholesalers & Distributors,Distributor,Flower Distributor ,Florists ,,Flower Distributor,"Flower, Broker, Dealer, ",,,,,,,50381,5193,422930,15,16,LOI,1,M
Y, ,,Y,10287,Retail Store & Services,Retail,Florists  ,Florists ,,,"Flower, Shop",,,,,,,59685,5992,453110,10,9,LOI,1,M
Y, ,,Y,10288,Retail Store & Services,Retail,Seafood Store ,Food Stores - Fish or Seafood ,,Seafood Store,,,,,,,,54216,5421,445220,10,9,LOI,2,H
Y, ,,Y,10289,Retail Store & Services,Retail,Meat Store ,Food Stores - Meat or Poultry ,,Meat Store,,,,,,,,54216,5421,445210,10,9,LOI,2,H
Y, ,,Y,10290,Retail Store & Services,Retail,Produce Store ,Fruit or Vegetable - Dealer ,,Produce Store,,,,,,,,54315,5431,445230,10,9,LOI,3,M
Y, ,,Y,10291,Wholesalers & Distributors,Distributor,Produce Distributor ,Fruit or Vegetable Distributor,,Produce Distributor,,,,,,,,50391,5148,422480,15,16,LOI,2,M
Y,Y,Y,Y,10292,Professional Services,Contractor,Fundraising Advisor  ,Fundraising Advisor ,,,,,,Consultants,Other consulting services,,,10262,8721,525990,2,51,PAY,3,M
Y, ,Y,Y,10293,Professional Services,Service,Funeral Homes or Chapels  ,Funeral Homes or Chapels ,,,"Cremation, Burial, Grave, ",,,Consultants,Other consulting services,,,71865,7261,812210,5,7,LOI,3,M
,,,,10294,Retail Store & Services,Retail,Fur – Garments and Pelts – Retail Only  ,Fur – Garments and Pelts – Retail Only ,,,,,,,,,,56814,5632,448190,11,3,LOI,3,H
Y,,,,10295,Retail Store & Services,Retail,Furniture Store ,Furniture - Upholstered ,,Furniture Store,"Couch, Chair,",,,,,,,57121,5712,442110,9,3,LOI,2,M
Y, ,,Y,10296,Retail Store & Services,Retail,Furniture Store ,Furniture - Wood or Metal ,,Furniture Store,"Table, Outdoor,",,,,,,,57128,5712,442110,9,3,LOI,2,M
Y,Y,Y,Y,10297,Artisan Contractor,Contractor,Furniture Assembly or Fixture Installation Office ,Furniture or Fixtures – Installation in Offices or Stores – Portable – Metal or Wood Office,,Furniture Assembly or Fixture Installation Office,"Couch, Table, ",Office,,Consultants,Other consulting services,,,74681,1799,23599,19,53,PAY,3,S
Y,Y,Y,Y,10298,Artisan Contractor,Contractor,Furniture Assembly or Fixture Installation Shop ,Furniture or Fixtures – Installation in Offices or Stores – Portable – Metal or Wood Shop,,Furniture Assembly or Fixture Installation Shop,"Couch, Table, ",Shop,,Consultants,Other consulting services,,,74691,1799,23599,20,53,PAY,3,S
Y, ,,Y,10299,Retail Store & Services,Retail,Furs (Including Pelts)  ,Furs (Including Pelts) ,,,"Coat, Pelt, Jacket",,,,,,,56814,5632,448190,11,3,LOI,3,M
Y,Y,Y,Y,10300,Professional Services,Contractor,Game Development  ,Game Development ,,,,,,IT/Technology,Software development,,,10394,7379,541512,1,51,PAY,3,M
Y, ,,Y,10301,Retail Store & Services,Retail,Gardening Supply Store ,Gardening and Light Farming Supply ,,Gardening Supply Store,"Garden, Flower, Plant, Mulch, Landscape",,,,,,,59698,5261,444220,9,6,LOI,3,M
Y, ,,Y,10302,Wholesalers & Distributors,Distributor,Gardening Supply Distributor ,Gardening and Light Farming Supply ,,Gardening Supply Distributor,,,,,,,,50471,5191,422910,14,13,LOI,1,M
Y, ,,Y,10303,Retail Store & Services,Retail,Gift Shops  ,Gift Shops ,,,"Trinket, Souvenir, Boutique",,,,,,,59994,5947,453220,9,5,LOI,1,M
Y, ,,Y,10304,Retail Store & Services,Retail,Glass and Glaziers Retail Store ,Glass Dealers and Glaziers – Retail Only ,,Glass and Glaziers Retail Store,"Cutting, Plastic, window, door",,,,,,,57155,5231,444190,7,8,LOI,1,S
Y,Y,Y,Y,10305,Artisan Contractor,Contractor,Glass Dealers and Glaziers Sales and Installation Service Office ,"Glass Dealers and Glaziers – Sales and Installation (Includes bending, grinding, beveling or silvering of plate glass) Office",,Glass Dealers and Glaziers Sales and Installation Service Office,"Cutting, Plastic, window, door",Office,,Consultants,Other consulting services,,,74741,1793,235920,19,52,PAY,3,S
Y,Y,Y,Y,10306,Artisan Contractor,Contractor,Glass Dealers and Glaziers Sales and Installation Service Shop ,"Glass Dealers and Glaziers – Sales and Installation (Includes bending, grinding, beveling or silvering of plate glass) Shop",,Glass Dealers and Glaziers Sales and Installation Service Shop,"Cutting, Plastic, window, door",Shop,,Consultants,Other consulting services,,,74751,1793,235920,20,52,PAY,1,S
Y,Y,Y,Y,10307,Professional Services,Contractor,Grant Writing  ,Grant Writing ,,,,,,Consultants,Other consulting services,,,10512,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10308,Professional Services,Contractor,Graphic Design  : Freelance (No Primary Office),Graphic Design ,: Freelance (No Primary Office),,"Digital, Website, Media, Visual",,,Miscellaneous,Graphic design,,,10513,7319,711510,1,51,PAY,3,M
Y, ,Y,Y,10309,Professional Services,Texas office,Graphic Designer  : Office - Only Building Occupant,Graphic Designer ,: Office - Only Building Occupant,,,,Office,Miscellaneous,Graphic design,,Texas only,3241,7336,541430,1,1,LOI,3,M
, ,,,10310,Professional Services,Texas office,Graphic Designer  : Building Owner / Lessor,Graphic Designer ,: Building Owner / Lessor,,,,Lessors Risk Only,Miscellaneous,Graphic design,,Texas only,3241,7336,531120,1,1,LOI,3,M
, ,,,10311,Professional Services,Texas office,Graphic Designer  : Building Owner / Lessor - Office - Shared Building Occupancy,Graphic Designer ,: Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,Miscellaneous,Graphic design,,Texas only,3241,7336,531120,2,18,LOI,3,M
Y, ,Y,Y,10312,Professional Services,Texas office,Graphic Designer  : Shared Building Occupancy – Office,Graphic Designer ,: Shared Building Occupancy – Office,,,,Condominium – Office,Miscellaneous,Graphic design,,Texas only,3251,7336,541430,2,18,LOI,3,M
Y, ,,Y,10313,Wholesalers & Distributors,Distributor,Grocery Distributor ,Grocery ,,Grocery Distributor,"Food, Food service,",,,,,,,50481,5141/ 5149,422410,15,16,LOI,2,M
, ,,,10314,Retail Store & Services,Retail,"Grocery - Under 4,000 sq ft - Without Gasoline Sales  ","Grocery - Under 4,000 sq ft - Without Gasoline Sales ",,,"Food, Food service,",,,,,,,54341,5411,445110,10,9,LOI,2,M
Y, ,,Y,10315,Retail Store & Services,Retail,"Grocery Stores - With an area at least 4,000 square feet, Without Gasoline Sales  ","Grocery Stores - With an area at least 4,000 square feet, Without Gasoline Sales ",,,"Food, Food service,",,,,,,,54321,5411,445110,10,9,LOI,2,M
, ,,,10316,Retail Store & Services,Retail,"Grocery Stores - With an area less than 4,000 square feet, With Gasoline Sales  ","Grocery Stores - With an area less than 4,000 square feet, With Gasoline Sales ",,,"Food, Food service,",,,,,,,54351,5411,447190,10,10,LOI,2,M
Y, ,,Y,10317,Retail Store & Services,Retail,"Grocery Stores -With an area at least 4,000 square feet, With Gasoline Sales  ","Grocery Stores -With an area at least 4,000 square feet, With Gasoline Sales ",,,"Food, Food service,",,,,,,,54331,5411,447190,10,10,LOI,2,M
Y, ,,Y,10318,Food & Beverage,Fast Food Restaurants,Hamburger/Malt Shops  ,Hamburger/Malt Shops ,,,"Food, Diner",,,,,,,9151,5812,722211,18,32,SALES,2,M
Y, ,,Y,10319,Retail Store & Services,Retail,Hardware Store ,Hardware and Tools ,,Hardware Store,,,,,,,,52512,5251,444130,7,5,LOI,2,S
Y, ,,Y,10320,Wholesalers & Distributors,Distributor,Hardware Distributor ,Hardware and Tools ,,Hardware Distributor,,,,,,,,50501,5072,421710,13,12,LOI,3,S
, ,,,10321,"Health, Beauty & Fitness",Offices,Health Maintenance Organizations  Building Owner / Lessor,Health Maintenance Organizations ,Building Owner / Lessor,,HMO,,Lessors Risk Only,"Beauty, Health, and Wellbeing",Personal training (health and fitness),,,63811,6324,531120,1,1,LOI,3,M
Y, ,Y,Y,10322,"Health, Beauty & Fitness",Offices,Health Maintenance Organizations  Office - Only Building Occupant,Health Maintenance Organizations ,Office - Only Building Occupant,,HMO,,Office,"Beauty, Health, and Wellbeing",Personal training (health and fitness),,,63811,6324,621491,1,1,LOI,3,M
Y, ,Y,Y,10323,"Health, Beauty & Fitness",Offices,Health Maintenance Organizations  Shared Building Occupancy – Office,Health Maintenance Organizations ,Shared Building Occupancy – Office,,HMO,,Condominium – Office,"Beauty, Health, and Wellbeing",Personal training (health and fitness),,,63821,6324,621491,2,18,LOI,3,M
, ,,,10324,"Health, Beauty & Fitness",Offices,Health Maintenance Organizations  Building Owner / Lessor - Office - Shared Building Occupancy,Health Maintenance Organizations ,Building Owner / Lessor - Office - Shared Building Occupancy,,HMO,,Condominium – Office – Lessors Risk Only,"Beauty, Health, and Wellbeing",Personal training (health and fitness),,,63821,6324,531120,2,18,LOI,3,M
Y, ,,Y,10325,Retail Store & Services,Retail,"Health or Natural Food Stores - 4,000 sq ft or greater  ","Health or Natural Food Stores - 4,000 sq ft or greater ",,,"Food, Food service, Organic, Whole Foods",,,,,,,54127,5499,445110,10,9,LOI,2,M
Y, ,,Y,10326,Retail Store & Services,Retail,Health or Natural Food Stores - Under 4000 sq. ft  ,Health or Natural Food Stores - Under 4000 sq. ft ,,,"Food, Food service, Organic, Whole Foods",,,,,,,54136,5499,445110,10,9,LOI,2,M
Y, ,,Y,10327,Wholesalers & Distributors,Distributor,Hearing Aid/Impairment Distributor ,Hearing Aid ,,Hearing Aid/Impairment Distributor,"Ear, sound,",,,,,,,50571,5047,421450,13,13,LOI,3,M
Y, ,,Y,10328,Retail Store & Services,Retail,Hearing Aid/Impairment Store ,Hearing Aid ,,Hearing Aid/Impairment Store,"Ear, sound,",,,,,,,59974,5999,446199,7,6,LOI,3,M
Y, ,,Y,10329,Wholesalers & Distributors,Distributor,HVAC Equipment Distributor ,Heating or Combined Heating and Air Conditioning equipment – Distributors Only ,,HVAC Equipment Distributor,,,,,,,,50581,5074 5075,421730,14,15,LOI,3,M
Y,Y,Y,Y,10330,Artisan Contractor,Contractor,HVAC Installation and Repair (NO LPG) Shop ,"Heating or Combined Heating and Air Conditioning Systems or Equipment – Dealers or Distributors and Installation, Servicing or Repair – No Liquefied Petroleum Gas (LPG) Equipment Sales or Work (Includes sales and installation of ducts and piping and also includes display rooms and shops) Shop",,HVAC Installation and Repair (NO LPG) Shop,"AC, Heat, Fix, Maintenance",Shop,,Consultants,Other consulting services,,,74781,1711,235110,20,57,PAY,3,M
Y,Y,Y,Y,10331,Artisan Contractor,Contractor,HVAC Installation and Repair (NO LPG) Office ,"Heating or Combined Heating and Air Conditioning Systems or Equipment – Dealers or Distributors and Installation, Servicing or Repair – No Liquefied Petroleum Gas (LPG) Equipment Sales or Work (Includes sales and installation of ducts and piping and also includes display rooms and shops) Office",,HVAC Installation and Repair (NO LPG) Office,"AC, Heat, Fix, Maintenance",Office,,Consultants,Other consulting services,,,74771,1711,235110,19,57,PAY,3,M
Y, ,,Y,10332,Retail Store & Services,Retail,Hobby/Arts and Crafts Store ,"Hobby, Craft or Artists' Supply ",,Hobby/Arts and Crafts Store,"Art, Hobby, Supplies",,,,,,,59995,5945,451120,9,3,LOI,3,H
Y, ,,Y,10333,Wholesalers & Distributors,Distributor,Hobby/Arts and Crafts Distributor ,"Hobby, Craft or Artists' Supply ",,Hobby/Arts and Crafts Distributor,,,,,,,,50641,5092,421920,14,11,LOI,2,H
Y, ,,Y,10334,Retail Store & Services,Retail,Home Furnishings Stores  ,Home Furnishings Stores ,,,,,,,,,,57224,571*,442299,9,5,LOI,2,M
Y, ,Y,Y,10335,Medical Services,Offices,Home Health Aides  ,Home Health Aides ,,,,,,Miscellaneous,Home Health Aides,,,63981,80**,62111*,1,1,LOI,2,H
Y, ,,Y,10336,Retail Store & Services,Retail,Home Improvement Store ,Home Improvement Stores ,,Home Improvement Store,"Hardware, tools, depot, Lowes",,,,,,,53989,5211 5231 5251,444110,9,8,LOI,2,M
Y, ,,Y,10361,Food & Beverage,Fast Food Restaurants,Hotdog Shops  ,Hotdog Shops ,,,"Food, Diner",,,,,,,9161,5812,722211,18,32,SALES,2,M
Y,Y,Y,Y,10362,Artisan Contractor,Contractor,Home Furnishing Installation Service Office ,House Furnishings Installation – Not Otherwise Classified (Includes incidental upholstering and floor covering installation) Office,,Home Furnishing Installation Service Office,"assembly, furniture",Office,,Consultants,Other consulting services,,,74831,1799,23599,19,53,PAY,3,M
Y,Y,Y,Y,10363,Artisan Contractor,Contractor,Home Furnishing Installation Service Shop ,House Furnishings Installation – Not Otherwise Classified (Includes incidental upholstering and floor covering installation) Shop,,Home Furnishing Installation Service Shop,"assembly, furniture",Shop,,Consultants,Other consulting services,,,74841,1799,23599,20,53,PAY,3,M
Y,Y,Y,Y,10364,Professional Services,Contractor,Human Resources  ,Human Resources ,,,"HR, Personnel, staff",,,Consultants,Human Resources (HR) consulting,,,10436,7389,541612,1,51,PAY,3,M
Y, ,Y,Y,10365,Medical Services,Offices,Hypnosis  ,Hypnosis ,,,,,,"Beauty, Health, and Wellbeing",Hypnosis,,,63811,6324,621491,1,1,LOI,3,M
Y, ,,Y,10366,Food & Beverage,Limited Cooking Restaurant,Ice Cream and/or Frozen Yogurt Store ,Ice Cream and Yogurt Stores ,,Ice Cream and/or Frozen Yogurt Store,"Dessert, Treats, Sweets, Dairy",,,,,,,9171,5812,722213,17,31,SALES,2,M
Y,Y,Y,Y,10367,Professional Services,Contractor,Illustration  ,Illustration ,,,,,,Consultants,Other consulting services,,,10514,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10368,Professional Services,Contractor,Industrial engineering  ,Industrial engineering ,,,,,,Architects & Engineers,Industrial engineering,,,10399,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10369,Professional Services,Contractor,Influencer Marketing  ,Influencer Marketing ,,,,,,Consultants,Other marketing/PR services,,,10449,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10370,Professional Services,Contractor,Infographic Design  ,Infographic Design ,,,,,,Miscellaneous,Graphic design,,,10515,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10371,Professional Services,Contractor,Information Security  ,Information Security ,,,,,,IT/Technology,Other technology services,,,10395,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10372,Professional Services,Contractor,Information Technology Contracting  ,Information Technology Contracting ,,,"IT, Computer, Fix, Repair, ",,,IT/Technology,IT consulting,,,10396,7379,541512,1,51,PAY,3,M
, ,,,10373,Professional Services,Offices,Inspection and Appraisal Companies – Inspecting for insurance or valuation purposes  : Building Owner / Lessor,Inspection and Appraisal Companies – Inspecting for insurance or valuation purposes ,: Building Owner / Lessor,,"Building, Appraise, Inspect, Home",,Lessors Risk Only,Miscellaneous,Insurance Inspectors,,,63831,6411,531120,1,1,LOI,3,M
